Date,Item,Price,Quantity,Mode of Payment
26-03-2022,frozen breaded shrimp,8.99,4,Credit Card
26-03-2022,mustard,1.49,5,Credit Card
26-03-2022,pretzels,1.99,1,Credit Card
26-03-2022,rice,5.99,5,Credit Card
27-03-2022,frozen pancakes,2.49,5,Credit Card
27-03-2022,tomatoes,2.69,5,Credit Card
27-03-2022,frozen pizza,4.99,1,Credit Card
27-03-2022,eggs,2.19,2,Credit Card
27-03-2022,water,0.99,1,Credit Card
27-03-2022,milk,3.49,1,Credit Card
28-03-2022,vegetables,1.99,5,Debit Card
28-03-2022,avocado,1.99,3,Debit Card
28-03-2022,cumin,2.99,2,Debit Card
28-03-2022,frozen meals,5.49,4,Debit Card
28-03-2022,pickles,2.99,1,Debit Card
28-03-2022,cake,7.99,3,Debit Card
28-03-2022,yogurt,1.99,1,Debit Card
28-03-2022,garlic powder,1.99,5,Debit Card
28-03-2022,frozen pot pies,3.99,3,Debit Card
29-03-2022,frozen breaded jalapeno poppers,4.99,1,Credit Card
29-03-2022,beef,8.99,3,Credit Card
29-03-2022,honey,4.99,4,Credit Card
29-03-2022,soup,2.99,3,Credit Card
30-03-2022,tuna,4.99,3,Credit Card
30-03-2022,shrimp,8.99,3,Credit Card
30-03-2022,milk,3.49,3,Credit Card
30-03-2022,frozen waffles,2.99,1,Credit Card
30-03-2022,pasta,1.79,2,Credit Card
30-03-2022,vanilla extract,4.99,1,Credit Card
30-03-2022,bouillon cubes,2.49,5,Credit Card
30-03-2022,bread,2.99,2,Credit Card
30-03-2022,cheese,4.99,3,Credit Card
30-03-2022,pancake mix,2.99,5,Credit Card
30-03-2022,zucchini,1.49,4,Credit Card
30-03-2022,lobster,14.99,5,Credit Card
30-03-2022,ice cream,4.49,4,Credit Card
30-03-2022,coffee,5.99,3,Credit Card
30-03-2022,frozen dinners,5.99,4,Credit Card
31-03-2022,olive oil,6.99,1,Debit Card
31-03-2022,bell peppers,0.99,1,Debit Card
31-03-2022,eggs,2.19,1,Debit Card
31-03-2022,rice,5.99,3,Debit Card
31-03-2022,cinnamon,2.49,5,Debit Card
31-03-2022,frozen desserts,3.99,1,Debit Card
31-03-2022,mayonnaise,2.79,5,Debit Card
31-03-2022,onion powder,1.99,1,Debit Card
31-03-2022,maple syrup,5.49,1,Debit Card
01-04-2022,chips,2.99,2,Debit Card
01-04-2022,orange juice,3.99,2,Debit Card
01-04-2022,waffle mix,3.29,4,Debit Card
01-04-2022,almond extract,5.99,2,Debit Card
01-04-2022,salad dressing,2.99,4,Debit Card
01-04-2022,tea,3.49,2,Debit Card
01-04-2022,frozen pies,4.49,5,Debit Card
01-04-2022,onions,0.99,5,Debit Card
01-04-2022,frozen fruit bars,2.99,5,Debit Card
02-04-2022,salmon,9.99,5,Credit Card
02-04-2022,frozen fruits,3.99,5,Credit Card
02-04-2022,dried fruits,4.99,1,Credit Card
02-04-2022,carrots,0.99,2,Credit Card
02-04-2022,granola bars,3.29,1,Credit Card
02-04-2022,yogurt,1.99,4,Credit Card
02-04-2022,milk,3.49,1,Credit Card
02-04-2022,dried nuts,5.49,1,Credit Card
02-04-2022,crab,10.99,5,Credit Card
03-04-2022,frozen chicken nuggets,4.99,3,Credit Card
03-04-2022,bacon,4.49,4,Credit Card
03-04-2022,tomatoes,2.69,1,Credit Card
03-04-2022,pasta,1.79,3,Credit Card
03-04-2022,popcorn kernels,0.99,1,Credit Card
03-04-2022,nutmeg,3.49,1,Credit Card
03-04-2022,water,0.99,3,Credit Card
03-04-2022,vinegar,1.99,5,Credit Card
03-04-2022,ice pops,2.49,2,Credit Card
04-04-2022,rice,5.99,5,Debit Card
04-04-2022,salsa,2.99,5,Debit Card
04-04-2022,fish,9.99,1,Debit Card
04-04-2022,popcorn,1.99,1,Debit Card
04-04-2022,crackers,1.99,4,Debit Card
04-04-2022,bread,2.99,4,Debit Card
04-04-2022,avocado,1.99,5,Debit Card
05-04-2022,tortillas,2.49,1,Credit Card
05-04-2022,ham,6.99,2,Credit Card
05-04-2022,eggs,2.19,3,Credit Card
05-04-2022,mustard,1.49,5,Credit Card
05-04-2022,barbecue sauce,3.49,3,Credit Card
05-04-2022,canned beans,1.79,2,Credit Card
06-04-2022,bread rolls,1.99,5,Cash
06-04-2022,cookies,2.49,5,Cash
06-04-2022,bananas,0.69,3,Cash
06-04-2022,chicken,6.99,4,Cash
07-04-2022,taco seasoning,1.49,4,Debit Card
07-04-2022,lettuce,1.29,5,Debit Card
07-04-2022,rice,5.99,1,Debit Card
07-04-2022,frozen breaded chicken,5.99,3,Debit Card
07-04-2022,apples,1.79,4,Debit Card
07-04-2022,cake,7.99,1,Debit Card
07-04-2022,yogurt,1.99,3,Debit Card
07-04-2022,celery,1.29,4,Debit Card
07-04-2022,guacamole,4.99,3,Debit Card
07-04-2022,milk,3.49,5,Debit Card
08-04-2022,tuna,4.99,1,Cash
08-04-2022,pickle relish,1.99,2,Cash
08-04-2022,frozen entrees,4.99,4,Cash
08-04-2022,frozen breaded meatballs,5.49,3,Cash
08-04-2022,frozen burritos,3.49,5,Cash
08-04-2022,pretzels,1.99,4,Cash
08-04-2022,soda,1.99,4,Cash
08-04-2022,peanut butter,3.99,5,Cash
08-04-2022,pasta,1.79,3,Cash
08-04-2022,coffee,5.99,3,Cash
09-04-2022,eggs,2.19,3,Credit Card
09-04-2022,sausages,5.99,5,Credit Card
09-04-2022,shrimp,8.99,5,Credit Card
09-04-2022,ketchup,1.99,1,Credit Card
09-04-2022,frozen breakfast items,3.49,2,Credit Card
09-04-2022,honey,4.99,5,Credit Card
09-04-2022,tortilla chips,3.49,1,Credit Card
09-04-2022,bread,2.99,5,Credit Card
10-04-2022,yogurt,1.99,4,Debit Card
10-04-2022,potatoes,1.49,4,Debit Card
10-04-2022,cheese,4.99,4,Debit Card
10-04-2022,beef,8.99,4,Debit Card
10-04-2022,mushrooms,2.49,4,Debit Card
10-04-2022,dried herbs,3.49,2,Debit Card
10-04-2022,muffins,4.49,5,Debit Card
10-04-2022,fruits,2.49,1,Debit Card
10-04-2022,curry powder,2.99,5,Debit Card
10-04-2022,ice cream,4.49,5,Debit Card
11-04-2022,soy sauce,1.99,1,Cash
11-04-2022,tea,3.49,2,Cash
11-04-2022,instant noodles,0.99,1,Cash
11-04-2022,frozen breaded appetizers,4.49,4,Cash
11-04-2022,vegetables,1.99,4,Cash
12-04-2022,barbecue sauce,3.49,2,Debit Card
12-04-2022,rice,5.99,4,Debit Card
12-04-2022,pancake mix,2.99,3,Debit Card
12-04-2022,pasta,1.79,4,Debit Card
12-04-2022,teriyaki sauce,3.49,5,Debit Card
12-04-2022,bread,2.99,3,Debit Card
12-04-2022,spaghetti sauce,2.49,4,Debit Card
12-04-2022,milk,3.49,5,Debit Card
13-04-2022,sauerkraut,3.49,3,Credit Card
13-04-2022,bell peppers,0.99,2,Credit Card
13-04-2022,frozen breaded vegetables,4.99,4,Credit Card
13-04-2022,orange juice,3.99,3,Credit Card
13-04-2022,paprika,1.49,1,Credit Card
13-04-2022,granola bars,3.29,2,Credit Card
13-04-2022,frozen breaded mozzarella sticks,3.99,4,Credit Card
13-04-2022,salad dressing,2.99,5,Credit Card
14-04-2022,soup,2.99,3,Credit Card
14-04-2022,dried spices,2.99,4,Credit Card
14-04-2022,bacon,4.49,4,Credit Card
14-04-2022,eggs,2.19,4,Credit Card
14-04-2022,mayonnaise,2.79,5,Credit Card
14-04-2022,frozen fries,2.99,2,Credit Card
14-04-2022,cake,7.99,2,Credit Card
15-04-2022,cooking spray,3.99,1,Credit Card
15-04-2022,ice pops,2.49,2,Credit Card
15-04-2022,yogurt,1.99,4,Credit Card
15-04-2022,steak sauce,4.99,3,Credit Card
15-04-2022,zucchini,1.49,4,Credit Card
15-04-2022,water,0.99,2,Credit Card
15-04-2022,olive oil,6.99,2,Credit Card
15-04-2022,tomatoes,2.69,2,Credit Card
15-04-2022,carrots,0.99,5,Credit Card
16-04-2022,capers,3.49,1,Debit Card
16-04-2022,ham,6.99,1,Debit Card
16-04-2022,guacamole,4.99,4,Debit Card
16-04-2022,chips,2.99,5,Debit Card
16-04-2022,frozen appetizers,4.49,5,Debit Card
16-04-2022,cookies,2.49,4,Debit Card
16-04-2022,frozen crepes,3.99,2,Debit Card
16-04-2022,pasta,1.79,2,Debit Card
16-04-2022,tortilla chips,3.49,2,Debit Card
17-04-2022,instant rice,1.49,3,Debit Card
17-04-2022,crackers,1.99,4,Debit Card
17-04-2022,pickles,2.99,5,Debit Card
17-04-2022,rice,5.99,4,Debit Card
17-04-2022,milk,3.49,1,Debit Card
17-04-2022,bread,2.99,5,Debit Card
18-04-2022,hot sauce,2.99,1,Cash
18-04-2022,lobster,14.99,2,Cash
18-04-2022,canned beans,1.79,4,Cash
18-04-2022,mustard,1.49,5,Cash
18-04-2022,salmon,9.99,3,Cash
18-04-2022,tortillas,2.49,3,Cash
18-04-2022,tuna,4.99,4,Cash
19-04-2022,maple syrup,5.49,2,Credit Card
19-04-2022,popcorn kernels,0.99,4,Credit Card
19-04-2022,shrimp,8.99,5,Credit Card
19-04-2022,pasta,1.79,5,Credit Card
19-04-2022,yogurt,1.99,3,Credit Card
19-04-2022,frozen breaded shrimp,8.99,2,Credit Card
19-04-2022,frozen pot pies,3.99,2,Credit Card
19-04-2022,onions,0.99,3,Credit Card
19-04-2022,frozen meals,5.49,4,Credit Card
19-04-2022,frozen breaded fish,6.99,3,Credit Card
19-04-2022,fish,9.99,4,Credit Card
19-04-2022,eggs,2.19,3,Credit Card
19-04-2022,crab,10.99,1,Credit Card
19-04-2022,frozen dinners,5.99,3,Credit Card
20-04-2022,waffle mix,3.29,3,Cash
20-04-2022,vinegar,1.99,2,Cash
20-04-2022,bread rolls,1.99,2,Cash
20-04-2022,bread,2.99,3,Cash
20-04-2022,tea,3.49,1,Cash
20-04-2022,chili powder,1.99,2,Cash
20-04-2022,granola bars,3.29,5,Cash
20-04-2022,popcorn,1.99,1,Cash
20-04-2022,avocado,1.99,5,Cash
21-04-2022,pancake mix,2.99,2,Cash
21-04-2022,fruits,2.49,4,Cash
21-04-2022,frozen pancakes,2.49,4,Cash
21-04-2022,salsa,2.99,4,Cash
21-04-2022,milk,3.49,1,Cash
21-04-2022,rice,5.99,3,Cash
21-04-2022,coffee,5.99,1,Cash
22-04-2022,bell peppers,0.99,1,Credit Card
22-04-2022,yogurt,1.99,2,Credit Card
22-04-2022,lettuce,1.29,1,Credit Card
22-04-2022,eggs,2.19,2,Credit Card
22-04-2022,bananas,0.69,5,Credit Card
23-04-2022,sausages,5.99,2,Debit Card
23-04-2022,dried fruits,4.99,2,Debit Card
23-04-2022,frozen breakfast sandwiches,3.99,3,Debit Card
23-04-2022,tortilla chips,3.49,4,Debit Card
23-04-2022,soup,2.99,3,Debit Card
23-04-2022,frozen chicken nuggets,4.99,4,Debit Card
23-04-2022,almond extract,5.99,1,Debit Card
23-04-2022,potatoes,1.49,2,Debit Card
23-04-2022,apples,1.79,4,Debit Card
24-04-2022,rice,5.99,1,Credit Card
24-04-2022,bouillon cubes,2.49,5,Credit Card
24-04-2022,bread,2.99,2,Credit Card
24-04-2022,milk,3.49,2,Credit Card
24-04-2022,spaghetti sauce,2.49,1,Credit Card
24-04-2022,pasta,1.79,5,Credit Card
24-04-2022,salad dressing,2.99,4,Credit Card
24-04-2022,mayonnaise,2.79,4,Credit Card
24-04-2022,chicken,6.99,5,Credit Card
25-04-2022,beef,8.99,1,Credit Card
25-04-2022,barbecue sauce,3.49,2,Credit Card
25-04-2022,vanilla extract,4.99,4,Credit Card
25-04-2022,tortillas,2.49,4,Credit Card
25-04-2022,bacon,4.49,5,Credit Card
26-04-2022,garlic powder,1.99,3,Credit Card
26-04-2022,jelly,2.49,3,Credit Card
26-04-2022,pretzels,1.99,1,Credit Card
26-04-2022,salmon,9.99,3,Credit Card
26-04-2022,frozen vegetables,2.29,1,Credit Card
26-04-2022,tomatoes,2.69,5,Credit Card
26-04-2022,cookies,2.49,3,Credit Card
26-04-2022,fish,9.99,2,Credit Card
26-04-2022,frozen pies,4.49,4,Credit Card
26-04-2022,olives,2.49,2,Credit Card
26-04-2022,frozen fruit bars,2.99,3,Credit Card
26-04-2022,yogurt,1.99,2,Credit Card
26-04-2022,soda,1.99,5,Credit Card
27-04-2022,shrimp,8.99,2,Debit Card
27-04-2022,frozen fruits,3.99,2,Debit Card
27-04-2022,rice,5.99,1,Debit Card
27-04-2022,eggs,2.19,5,Debit Card
27-04-2022,popcorn,1.99,5,Debit Card
27-04-2022,celery,1.29,4,Debit Card
27-04-2022,ketchup,1.99,5,Debit Card
27-04-2022,bread,2.99,1,Debit Card
27-04-2022,ice cream,4.49,3,Debit Card
28-04-2022,milk,3.49,1,Credit Card
28-04-2022,vegetables,1.99,4,Credit Card
28-04-2022,frozen burritos,3.49,1,Credit Card
28-04-2022,mushrooms,2.49,3,Credit Card
28-04-2022,dried nuts,5.49,3,Credit Card
28-04-2022,muffins,4.49,2,Credit Card
29-04-2022,water,0.99,4,Credit Card
29-04-2022,frozen pizza,4.99,4,Credit Card
29-04-2022,pasta,1.79,1,Credit Card
29-04-2022,honey,4.99,2,Credit Card
29-04-2022,cinnamon,2.49,2,Credit Card
29-04-2022,cumin,2.99,1,Credit Card
30-04-2022,guacamole,4.99,3,Debit Card
30-04-2022,yogurt,1.99,1,Debit Card
30-04-2022,rice,5.99,3,Debit Card
30-04-2022,frozen desserts,3.99,4,Debit Card
30-04-2022,bread,2.99,1,Debit Card
30-04-2022,cheese,4.99,5,Debit Card
30-04-2022,carrots,0.99,4,Debit Card
01-05-2022,nutmeg,3.49,4,Cash
01-05-2022,frozen breaded chicken,5.99,1,Cash
01-05-2022,sausages,5.99,5,Cash
01-05-2022,chips,2.99,3,Cash
01-05-2022,pickles,2.99,3,Cash
01-05-2022,onions,0.99,5,Cash
01-05-2022,maple syrup,5.49,3,Cash
01-05-2022,sauerkraut,3.49,3,Cash
01-05-2022,apples,1.79,5,Cash
01-05-2022,eggs,2.19,3,Cash
01-05-2022,mustard,1.49,1,Cash
01-05-2022,frozen breaded appetizers,4.49,1,Cash
01-05-2022,popcorn kernels,0.99,2,Cash
01-05-2022,lobster,14.99,3,Cash
02-05-2022,onion powder,1.99,4,Debit Card
02-05-2022,crab,10.99,4,Debit Card
02-05-2022,milk,3.49,1,Debit Card
02-05-2022,chicken,6.99,2,Debit Card
02-05-2022,bread rolls,1.99,5,Debit Card
02-05-2022,zucchini,1.49,1,Debit Card
03-05-2022,spaghetti sauce,2.49,4,Cash
03-05-2022,barbecue sauce,3.49,3,Cash
03-05-2022,fish,9.99,4,Cash
03-05-2022,coffee,5.99,3,Cash
03-05-2022,orange juice,3.99,4,Cash
03-05-2022,cake,7.99,3,Cash
03-05-2022,bell peppers,0.99,4,Cash
03-05-2022,bread,2.99,1,Cash
03-05-2022,ice pops,2.49,2,Cash
03-05-2022,pickle relish,1.99,1,Cash
03-05-2022,bacon,4.49,3,Cash
03-05-2022,frozen breaded jalapeno poppers,4.99,2,Cash
03-05-2022,crackers,1.99,3,Cash
04-05-2022,pasta,1.79,1,Cash
04-05-2022,yogurt,1.99,3,Cash
04-05-2022,potatoes,1.49,2,Cash
04-05-2022,canned beans,1.79,1,Cash
04-05-2022,olive oil,6.99,4,Cash
04-05-2022,frozen waffles,2.99,2,Cash
04-05-2022,salad dressing,2.99,5,Cash
05-05-2022,curry powder,2.99,4,Debit Card
05-05-2022,milk,3.49,4,Debit Card
05-05-2022,cookies,2.49,2,Debit Card
05-05-2022,ham,6.99,4,Debit Card
05-05-2022,eggs,2.19,4,Debit Card
05-05-2022,dried spices,2.99,1,Debit Card
05-05-2022,rice,5.99,2,Debit Card
06-05-2022,vinegar,1.99,2,Debit Card
06-05-2022,pancake mix,2.99,4,Debit Card
06-05-2022,lettuce,1.29,2,Debit Card
06-05-2022,tuna,4.99,4,Debit Card
07-05-2022,bread,2.99,5,Cash
07-05-2022,pasta,1.79,5,Cash
07-05-2022,frozen breaded meatballs,5.49,1,Cash
07-05-2022,dried herbs,3.49,5,Cash
07-05-2022,yogurt,1.99,5,Cash
07-05-2022,taco seasoning,1.49,5,Cash
07-05-2022,tortillas,2.49,3,Cash
07-05-2022,soup,2.99,2,Cash
07-05-2022,teriyaki sauce,3.49,4,Cash
08-05-2022,tea,3.49,4,Cash
08-05-2022,tortilla chips,3.49,5,Cash
08-05-2022,rice,5.99,4,Cash
08-05-2022,instant noodles,0.99,3,Cash
08-05-2022,shrimp,8.99,3,Cash
08-05-2022,milk,3.49,1,Cash
08-05-2022,mushrooms,2.49,2,Cash
09-05-2022,fruits,2.49,5,Cash
09-05-2022,soy sauce,1.99,1,Cash
09-05-2022,mayonnaise,2.79,2,Cash
09-05-2022,frozen breaded fish,6.99,3,Cash
09-05-2022,waffle mix,3.29,3,Cash
09-05-2022,bananas,0.69,3,Cash
09-05-2022,eggs,2.19,1,Cash
09-05-2022,salmon,9.99,2,Cash
09-05-2022,onions,0.99,5,Cash
09-05-2022,frozen breakfast items,3.49,1,Cash
09-05-2022,soda,1.99,3,Cash
10-05-2022,honey,4.99,4,Credit Card
10-05-2022,salsa,2.99,1,Credit Card
10-05-2022,avocado,1.99,3,Credit Card
10-05-2022,granola bars,3.29,5,Credit Card
10-05-2022,maple syrup,5.49,3,Credit Card
10-05-2022,pasta,1.79,2,Credit Card
11-05-2022,paprika,1.49,5,Credit Card
11-05-2022,bread rolls,1.99,5,Credit Card
11-05-2022,chips,2.99,2,Credit Card
11-05-2022,potatoes,1.49,4,Credit Card
11-05-2022,frozen entrees,4.99,2,Credit Card
11-05-2022,rice,5.99,4,Credit Card
11-05-2022,milk,3.49,5,Credit Card
11-05-2022,muffins,4.49,1,Credit Card
12-05-2022,frozen pot pies,3.99,4,Debit Card
12-05-2022,bread,2.99,2,Debit Card
12-05-2022,cheese,4.99,4,Debit Card
12-05-2022,frozen breaded mozzarella sticks,3.99,5,Debit Card
12-05-2022,popcorn,1.99,4,Debit Card
12-05-2022,eggs,2.19,1,Debit Card
12-05-2022,peanut butter,3.99,3,Debit Card
12-05-2022,yogurt,1.99,5,Debit Card
13-05-2022,cooking spray,3.99,2,Credit Card
13-05-2022,ice cream,4.49,5,Credit Card
13-05-2022,pasta,1.79,2,Credit Card
13-05-2022,orange juice,3.99,5,Credit Card
14-05-2022,milk,3.49,5,Cash
14-05-2022,beef,8.99,2,Cash
14-05-2022,frozen meals,5.49,2,Cash
14-05-2022,tomatoes,2.69,5,Cash
14-05-2022,frozen breaded vegetables,4.99,1,Cash
14-05-2022,celery,1.29,4,Cash
15-05-2022,carrots,0.99,4,Credit Card
15-05-2022,eggs,2.19,3,Credit Card
15-05-2022,rice,5.99,5,Credit Card
15-05-2022,bread,2.99,3,Credit Card
15-05-2022,frozen dinners,5.99,5,Credit Card
15-05-2022,frozen breaded shrimp,8.99,2,Credit Card
15-05-2022,pickles,2.99,2,Credit Card
15-05-2022,apples,1.79,3,Credit Card
15-05-2022,almond extract,5.99,3,Credit Card
15-05-2022,pretzels,1.99,2,Credit Card
16-05-2022,fruits,2.49,5,Debit Card
16-05-2022,shrimp,8.99,3,Debit Card
16-05-2022,tuna,4.99,3,Debit Card
16-05-2022,pancake mix,2.99,2,Debit Card
16-05-2022,popcorn kernels,0.99,2,Debit Card
17-05-2022,lettuce,1.29,3,Cash
17-05-2022,bananas,0.69,5,Cash
17-05-2022,yogurt,1.99,2,Cash
17-05-2022,jelly,2.49,5,Cash
17-05-2022,waffle mix,3.29,1,Cash
17-05-2022,ice pops,2.49,5,Cash
17-05-2022,chili powder,1.99,4,Cash
17-05-2022,salsa,2.99,1,Cash
17-05-2022,coffee,5.99,3,Cash
17-05-2022,spaghetti sauce,2.49,4,Cash
17-05-2022,ketchup,1.99,5,Cash
17-05-2022,tea,3.49,5,Cash
17-05-2022,milk,3.49,2,Cash
17-05-2022,cake,7.99,5,Cash
17-05-2022,crab,10.99,1,Cash
17-05-2022,guacamole,4.99,5,Cash
18-05-2022,ham,6.99,3,Cash
18-05-2022,bouillon cubes,2.49,2,Cash
18-05-2022,rice,5.99,1,Cash
18-05-2022,vegetables,1.99,2,Cash
18-05-2022,avocado,1.99,2,Cash
18-05-2022,honey,4.99,5,Cash
18-05-2022,vinegar,1.99,3,Cash
18-05-2022,lobster,14.99,5,Cash
18-05-2022,frozen chicken nuggets,4.99,3,Cash
18-05-2022,pasta,1.79,2,Cash
19-05-2022,bacon,4.49,2,Debit Card
19-05-2022,mustard,1.49,3,Debit Card
19-05-2022,frozen fries,2.99,1,Debit Card
19-05-2022,water,0.99,3,Debit Card
19-05-2022,garlic powder,1.99,1,Debit Card
20-05-2022,steak sauce,4.99,3,Credit Card
20-05-2022,soup,2.99,2,Credit Card
20-05-2022,canned beans,1.79,4,Credit Card
20-05-2022,ice cream,4.49,1,Credit Card
20-05-2022,frozen pancakes,2.49,3,Credit Card
20-05-2022,bread,2.99,2,Credit Card
20-05-2022,tortilla chips,3.49,2,Credit Card
20-05-2022,hot sauce,2.99,2,Credit Card
20-05-2022,eggs,2.19,5,Credit Card
20-05-2022,zucchini,1.49,4,Credit Card
20-05-2022,bell peppers,0.99,2,Credit Card
21-05-2022,capers,3.49,1,Cash
21-05-2022,frozen appetizers,4.49,2,Cash
21-05-2022,dried fruits,4.99,2,Cash
21-05-2022,orange juice,3.99,1,Cash
21-05-2022,frozen crepes,3.99,1,Cash
21-05-2022,chicken,6.99,5,Cash
21-05-2022,sauerkraut,3.49,5,Cash
21-05-2022,tomatoes,2.69,2,Cash
21-05-2022,milk,3.49,5,Cash
21-05-2022,yogurt,1.99,4,Cash
21-05-2022,sausages,5.99,5,Cash
21-05-2022,rice,5.99,3,Cash
22-05-2022,potatoes,1.49,4,Debit Card
22-05-2022,apples,1.79,1,Debit Card
22-05-2022,frozen desserts,3.99,5,Debit Card
22-05-2022,fish,9.99,4,Debit Card
22-05-2022,crackers,1.99,1,Debit Card
22-05-2022,cheese,4.99,4,Debit Card
22-05-2022,pasta,1.79,2,Debit Card
22-05-2022,barbecue sauce,3.49,3,Debit Card
22-05-2022,instant rice,1.49,4,Debit Card
22-05-2022,olive oil,6.99,5,Debit Card
23-05-2022,mushrooms,2.49,1,Cash
23-05-2022,olives,2.49,3,Cash
23-05-2022,frozen fruits,3.99,2,Cash
23-05-2022,dried nuts,5.49,1,Cash
23-05-2022,tortillas,2.49,2,Cash
23-05-2022,frozen breakfast sandwiches,3.99,5,Cash
23-05-2022,bread,2.99,4,Cash
24-05-2022,onions,0.99,3,Cash
24-05-2022,crab,10.99,3,Cash
24-05-2022,beef,8.99,3,Cash
24-05-2022,bread rolls,1.99,2,Cash
24-05-2022,frozen fruit bars,2.99,2,Cash
24-05-2022,salad dressing,2.99,2,Cash
24-05-2022,rice,5.99,1,Cash
24-05-2022,popcorn,1.99,4,Cash
25-05-2022,eggs,2.19,5,Credit Card
25-05-2022,lobster,14.99,1,Credit Card
25-05-2022,frozen burritos,3.49,2,Credit Card
25-05-2022,mayonnaise,2.79,3,Credit Card
25-05-2022,frozen waffles,2.99,5,Credit Card
25-05-2022,yogurt,1.99,1,Credit Card
25-05-2022,cookies,2.49,5,Credit Card
25-05-2022,frozen pizza,4.99,4,Credit Card
26-05-2022,mustard,1.49,3,Debit Card
26-05-2022,frozen breaded appetizers,4.49,5,Debit Card
26-05-2022,salmon,9.99,5,Debit Card
26-05-2022,vanilla extract,4.99,5,Debit Card
26-05-2022,onion powder,1.99,2,Debit Card
26-05-2022,water,0.99,4,Debit Card
26-05-2022,milk,3.49,4,Debit Card
26-05-2022,tea,3.49,2,Debit Card
26-05-2022,maple syrup,5.49,1,Debit Card
27-05-2022,salsa,2.99,2,Cash
27-05-2022,frozen breaded jalapeno poppers,4.99,4,Cash
27-05-2022,granola bars,3.29,4,Cash
27-05-2022,pasta,1.79,2,Cash
27-05-2022,bread,2.99,3,Cash
28-05-2022,cinnamon,2.49,2,Cash
28-05-2022,teriyaki sauce,3.49,4,Cash
28-05-2022,ice cream,4.49,5,Cash
28-05-2022,bacon,4.49,3,Cash
28-05-2022,soda,1.99,2,Cash
28-05-2022,cake,7.99,3,Cash
28-05-2022,canned beans,1.79,1,Cash
28-05-2022,frozen vegetables,2.29,1,Cash
29-05-2022,nutmeg,3.49,2,Credit Card
29-05-2022,yogurt,1.99,1,Credit Card
29-05-2022,muffins,4.49,2,Credit Card
29-05-2022,eggs,2.19,5,Credit Card
29-05-2022,ice pops,2.49,2,Credit Card
29-05-2022,rice,5.99,2,Credit Card
29-05-2022,lettuce,1.29,1,Credit Card
30-05-2022,bananas,0.69,2,Credit Card
30-05-2022,coffee,5.99,1,Credit Card
30-05-2022,soy sauce,1.99,2,Credit Card
30-05-2022,spaghetti sauce,2.49,4,Credit Card
30-05-2022,bread,2.99,4,Credit Card
30-05-2022,frozen pies,4.49,3,Credit Card
30-05-2022,fish,9.99,5,Credit Card
30-05-2022,avocado,1.99,1,Credit Card
31-05-2022,waffle mix,3.29,2,Credit Card
31-05-2022,potatoes,1.49,2,Credit Card
31-05-2022,bell peppers,0.99,2,Credit Card
31-05-2022,milk,3.49,2,Credit Card
31-05-2022,pickle relish,1.99,5,Credit Card
31-05-2022,ketchup,1.99,5,Credit Card
31-05-2022,chips,2.99,3,Credit Card
31-05-2022,dried spices,2.99,3,Credit Card
31-05-2022,pretzels,1.99,3,Credit Card
31-05-2022,pasta,1.79,2,Credit Card
01-06-2022,cookies,2.49,3,Cash
01-06-2022,rice,5.99,5,Cash
01-06-2022,tuna,4.99,5,Cash
01-06-2022,frozen breaded meatballs,5.49,2,Cash
02-06-2022,cumin,2.99,1,Debit Card
02-06-2022,crackers,1.99,2,Debit Card
02-06-2022,carrots,0.99,1,Debit Card
02-06-2022,pickles,2.99,4,Debit Card
02-06-2022,pancake mix,2.99,4,Debit Card
02-06-2022,tortillas,2.49,1,Debit Card
02-06-2022,bread,2.99,5,Debit Card
02-06-2022,celery,1.29,1,Debit Card
03-06-2022,yogurt,1.99,5,Cash
03-06-2022,fruits,2.49,5,Cash
03-06-2022,popcorn kernels,0.99,5,Cash
03-06-2022,eggs,2.19,5,Cash
03-06-2022,chicken,6.99,5,Cash
03-06-2022,pasta,1.79,2,Cash
03-06-2022,ham,6.99,4,Cash
03-06-2022,zucchini,1.49,4,Cash
04-06-2022,shrimp,8.99,3,Debit Card
04-06-2022,guacamole,4.99,1,Debit Card
04-06-2022,rice,5.99,2,Debit Card
04-06-2022,milk,3.49,1,Debit Card
04-06-2022,frozen breaded chicken,5.99,4,Debit Card
04-06-2022,cake,7.99,4,Debit Card
04-06-2022,honey,4.99,5,Debit Card
04-06-2022,canned beans,1.79,4,Debit Card
05-06-2022,frozen breaded mozzarella sticks,3.99,3,Cash
05-06-2022,instant noodles,0.99,2,Cash
05-06-2022,vinegar,1.99,5,Cash
05-06-2022,onions,0.99,5,Cash
05-06-2022,barbecue sauce,3.49,4,Cash
05-06-2022,tortilla chips,3.49,3,Cash
05-06-2022,soup,2.99,4,Cash
06-06-2022,eggs,2.19,3,Credit Card
06-06-2022,orange juice,3.99,4,Credit Card
06-06-2022,salmon,9.99,1,Credit Card
06-06-2022,yogurt,1.99,1,Credit Card
06-06-2022,pasta,1.79,2,Credit Card
06-06-2022,bread,2.99,2,Credit Card
07-06-2022,dried herbs,3.49,1,Debit Card
07-06-2022,fish,9.99,5,Debit Card
07-06-2022,spaghetti sauce,2.49,5,Debit Card
07-06-2022,vegetables,1.99,4,Debit Card
07-06-2022,olive oil,6.99,4,Debit Card
07-06-2022,paprika,1.49,1,Debit Card
07-06-2022,frozen pot pies,3.99,5,Debit Card
08-06-2022,curry powder,2.99,4,Credit Card
08-06-2022,milk,3.49,2,Credit Card
